"","Cell","Cell_type"
"1255","C_1255","Epithelial cell (intermediated)"
"1256","C_1256","Epithelial cell (intermediated)"
"1257","C_1257","Epithelial cell (intermediated)"
"1258","C_1258","Epithelial cell (intermediated)"
"1259","C_1259","Endothelial cell (APC)"
"1260","C_1260","Endothelial cell (APC)"
"1261","C_1261","Epithelial cell (intermediated)"
"1262","C_1262","Epithelial cell (intermediated)"
"1263","C_1263","Epithelial cell (intermediated)"
"1264","C_1264","Epithelial cell (intermediated)"
"1265","C_1265","Epithelial cell (intermediated)"
"1266","C_1266","Epithelial cell (intermediated)"
"1267","C_1267","Epithelial cell (intermediated)"
"1268","C_1268","Epithelial cell (intermediated)"
"1269","C_1269","Epithelial cell (intermediated)"
"1270","C_1270","Epithelial cell (intermediated)"
"1271","C_1271","Epithelial cell (intermediated)"
"1272","C_1272","Epithelial cell (intermediated)"
"1273","C_1273","Epithelial cell (intermediated)"
"1274","C_1274","Epithelial cell (intermediated)"
"1275","C_1275","Epithelial cell (intermediated)"
"1276","C_1276","Epithelial cell (intermediated)"
"1277","C_1277","Epithelial cell (intermediated)"
"1278","C_1278","Endothelial cell (APC)"
"1279","C_1279","Epithelial cell (intermediated)"
"1280","C_1280","Epithelial cell (intermediated)"
"1281","C_1281","Epithelial cell (intermediated)"
"1282","C_1282","Epithelial cell (intermediated)"
"1283","C_1283","Epithelial cell (intermediated)"
"1284","C_1284","Epithelial cell (intermediated)"
"1285","C_1285","Epithelial cell (intermediated)"
"1286","C_1286","Endothelial cell (APC)"
"1287","C_1287","Epithelial cell (intermediated)"
"1288","C_1288","Epithelial cell (intermediated)"
"1289","C_1289","Epithelial cell (intermediated)"
"1290","C_1290","Epithelial cell (intermediated)"
"1291","C_1291","Epithelial cell (intermediated)"
"1292","C_1292","Epithelial cell (intermediated)"
"1293","C_1293","Epithelial cell (intermediated)"
"1294","C_1294","Epithelial cell (intermediated)"
"1295","C_1295","Epithelial cell (intermediated)"
"1296","C_1296","Epithelial cell (intermediated)"
"1297","C_1297","Epithelial cell (intermediated)"
"1298","C_1298","Epithelial cell (intermediated)"
"1299","C_1299","Epithelial cell (intermediated)"
"1300","C_1300","Epithelial cell (intermediated)"
"1301","C_1301","Epithelial cell (intermediated)"
"1302","C_1302","Epithelial cell (intermediated)"
"1303","C_1303","Epithelial cell (intermediated)"
"1304","C_1304","Epithelial cell (intermediated)"
"1305","C_1305","Epithelial cell (intermediated)"
"1306","C_1306","Epithelial cell (intermediated)"
"1307","C_1307","Epithelial cell (intermediated)"
"1308","C_1308","Epithelial cell (intermediated)"
"1309","C_1309","Epithelial cell (intermediated)"
"1310","C_1310","Epithelial cell (intermediated)"
"1311","C_1311","Epithelial cell (intermediated)"
"1312","C_1312","Epithelial cell (intermediated)"
"1313","C_1313","Epithelial cell (intermediated)"
"1314","C_1314","Epithelial cell (intermediated)"
"1315","C_1315","Epithelial cell (intermediated)"
"1316","C_1316","Epithelial cell (intermediated)"
"1317","C_1317","Epithelial cell (intermediated)"
"1318","C_1318","Epithelial cell (intermediated)"
"1319","C_1319","Epithelial cell (intermediated)"
"1320","C_1320","Epithelial cell (intermediated)"
"1321","C_1321","Epithelial cell (intermediated)"
"1322","C_1322","Epithelial cell (intermediated)"
"1323","C_1323","Epithelial cell (intermediated)"
"1324","C_1324","Epithelial cell (intermediated)"
"1325","C_1325","Epithelial cell (intermediated)"
"1326","C_1326","Intermediated cell"
"1327","C_1327","Epithelial cell (intermediated)"
"1328","C_1328","Epithelial cell (intermediated)"
"1329","C_1329","Epithelial cell (intermediated)"
"1330","C_1330","Epithelial cell (intermediated)"
"1331","C_1331","Epithelial cell (intermediated)"
"1332","C_1332","Epithelial cell (intermediated)"
"1333","C_1333","Epithelial cell (intermediated)"
"1334","C_1334","Epithelial cell (intermediated)"
"1335","C_1335","Epithelial cell (intermediated)"
"1336","C_1336","Epithelial cell (intermediated)"
"1337","C_1337","Epithelial cell (intermediated)"
"1338","C_1338","Epithelial cell (intermediated)"
"1339","C_1339","Epithelial cell (intermediated)"
"1340","C_1340","Epithelial cell (intermediated)"
"1341","C_1341","Epithelial cell (intermediated)"
"1342","C_1342","Epithelial cell (intermediated)"
"1343","C_1343","Epithelial cell (intermediated)"
"1344","C_1344","Epithelial cell (intermediated)"
"1345","C_1345","Epithelial cell (intermediated)"
"1346","C_1346","Epithelial cell (intermediated)"
"1347","C_1347","Epithelial cell (intermediated)"
"1348","C_1348","Epithelial cell (intermediated)"
"1349","C_1349","Epithelial cell (intermediated)"
"1350","C_1350","Epithelial cell (intermediated)"
"1351","C_1351","Epithelial cell (intermediated)"
"1352","C_1352","Epithelial cell (intermediated)"
"1353","C_1353","Epithelial cell (intermediated)"
"1354","C_1354","Epithelial cell (intermediated)"
"1355","C_1355","Epithelial cell (intermediated)"
"1356","C_1356","Epithelial cell (intermediated)"
"1357","C_1357","Epithelial cell (intermediated)"
"1358","C_1358","Epithelial cell (intermediated)"
"1359","C_1359","Epithelial cell (intermediated)"
"1360","C_1360","Epithelial cell (intermediated)"
"1361","C_1361","Epithelial cell (intermediated)"
"1362","C_1362","Epithelial cell (intermediated)"
"1363","C_1363","Epithelial cell (intermediated)"
"1364","C_1364","Epithelial cell (intermediated)"
"1365","C_1365","Epithelial cell (intermediated)"
"1366","C_1366","Epithelial cell (intermediated)"
"1367","C_1367","Epithelial cell (intermediated)"
"1368","C_1368","Epithelial cell (intermediated)"
"1369","C_1369","Epithelial cell (intermediated)"
"1370","C_1370","Epithelial cell (intermediated)"
"1371","C_1371","Epithelial cell (intermediated)"
"1372","C_1372","Endothelial cell (APC)"
"1373","C_1373","Epithelial cell (intermediated)"
"1374","C_1374","Epithelial cell (intermediated)"
"1375","C_1375","Endothelial cell (APC)"
"1376","C_1376","Fibroblast"
"1377","C_1377","Epithelial cell (intermediated)"
"1378","C_1378","Epithelial cell (intermediated)"
"1379","C_1379","Epithelial cell (intermediated)"
"1380","C_1380","Epithelial cell (intermediated)"
"1381","C_1381","Epithelial cell (intermediated)"
"1382","C_1382","Epithelial cell (intermediated)"
"1383","C_1383","Endothelial cell (APC)"
"1384","C_1384","Epithelial cell (intermediated)"
"1385","C_1385","Epithelial cell (intermediated)"
"1386","C_1386","Epithelial cell (intermediated)"
"1387","C_1387","Endothelial cell (APC)"
"1388","C_1388","Epithelial cell (intermediated)"
"1389","C_1389","Epithelial cell (intermediated)"
"1390","C_1390","Epithelial cell (intermediated)"
"1391","C_1391","Epithelial cell (intermediated)"
"1392","C_1392","Epithelial cell (intermediated)"
"1393","C_1393","Epithelial cell (intermediated)"
"1394","C_1394","Epithelial cell (intermediated)"
"1395","C_1395","Epithelial cell (intermediated)"
"1396","C_1396","Epithelial cell (intermediated)"
"1397","C_1397","Epithelial cell (intermediated)"
"1398","C_1398","Endothelial cell (APC)"
"1399","C_1399","Epithelial cell (intermediated)"
"1400","C_1400","Epithelial cell (intermediated)"
"1401","C_1401","Epithelial cell (intermediated)"
"1402","C_1402","Endothelial cell (APC)"
"1403","C_1403","Epithelial cell (intermediated)"
"1404","C_1404","Epithelial cell (intermediated)"
"1405","C_1405","Epithelial cell (intermediated)"
"1406","C_1406","Epithelial cell (intermediated)"
"1407","C_1407","Epithelial cell (intermediated)"
"1408","C_1408","Epithelial cell (intermediated)"
"1409","C_1409","Stromal cell"
"1410","C_1410","Epithelial cell (intermediated)"
"1411","C_1411","Epithelial cell (intermediated)"
"1412","C_1412","Epithelial cell (intermediated)"
"1413","C_1413","Epithelial cell (intermediated)"
"1414","C_1414","Epithelial cell (intermediated)"
"1415","C_1415","Epithelial cell (intermediated)"
"1416","C_1416","Epithelial cell (intermediated)"
"1417","C_1417","Epithelial cell (intermediated)"
"1418","C_1418","Epithelial cell (intermediated)"
"1419","C_1419","Epithelial cell (intermediated)"
"1420","C_1420","Epithelial cell (intermediated)"
"1421","C_1421","Epithelial cell (intermediated)"
"1422","C_1422","Fibroblast"
"1423","C_1423","Epithelial cell (intermediated)"
"1424","C_1424","Epithelial cell (intermediated)"
"1425","C_1425","Epithelial cell (intermediated)"
"1426","C_1426","Epithelial cell (intermediated)"
"1427","C_1427","Endothelial cell (APC)"
"1428","C_1428","Epithelial cell (intermediated)"
"1429","C_1429","Epithelial cell (intermediated)"
"1430","C_1430","Epithelial cell (intermediated)"
"1431","C_1431","Epithelial cell (intermediated)"
"1432","C_1432","Epithelial cell (intermediated)"
"1433","C_1433","Epithelial cell (intermediated)"
"1434","C_1434","Epithelial cell (intermediated)"
"1435","C_1435","Epithelial cell (intermediated)"
"1436","C_1436","Epithelial cell (intermediated)"
"1437","C_1437","Epithelial cell (intermediated)"
"1438","C_1438","Epithelial cell (intermediated)"
"1439","C_1439","Epithelial cell (intermediated)"
"1440","C_1440","Epithelial cell (intermediated)"
"1441","C_1441","Epithelial cell (intermediated)"
"1442","C_1442","Epithelial cell (intermediated)"
"1443","C_1443","Epithelial cell (intermediated)"
"1444","C_1444","Smooth muscle cell"
"1445","C_1445","Epithelial cell (intermediated)"
"1446","C_1446","Epithelial cell (intermediated)"
"1447","C_1447","Epithelial cell (intermediated)"
"1448","C_1448","Epithelial cell (intermediated)"
"1449","C_1449","Epithelial cell (intermediated)"
"1450","C_1450","Endothelial cell (APC)"
"1451","C_1451","Epithelial cell (intermediated)"
"1452","C_1452","Epithelial cell (intermediated)"
"1453","C_1453","Epithelial cell (intermediated)"
"1454","C_1454","Epithelial cell (intermediated)"
"1455","C_1455","Epithelial cell (intermediated)"
"1456","C_1456","Smooth muscle cell"
"1457","C_1457","Epithelial cell (intermediated)"
"1458","C_1458","Fetal fibroblast"
"1459","C_1459","Epithelial cell (intermediated)"
"1460","C_1460","Epithelial cell (intermediated)"
"1461","C_1461","Epithelial cell (intermediated)"
"1462","C_1462","Endothelial cell (APC)"
"1463","C_1463","Epithelial cell (intermediated)"
"1464","C_1464","Epithelial cell (intermediated)"
"1465","C_1465","Epithelial cell (intermediated)"
"1466","C_1466","Epithelial cell (intermediated)"
"1467","C_1467","Epithelial cell (intermediated)"
"1468","C_1468","Epithelial cell (intermediated)"
"1469","C_1469","Epithelial cell (intermediated)"
"1470","C_1470","Epithelial cell (intermediated)"
"1471","C_1471","Epithelial cell (intermediated)"
"1472","C_1472","Epithelial cell (intermediated)"
"1473","C_1473","Endothelial cell (APC)"
"1474","C_1474","Epithelial cell (intermediated)"
"1475","C_1475","Epithelial cell (intermediated)"
"1476","C_1476","Epithelial cell (intermediated)"
"1477","C_1477","Endothelial cell (APC)"
"1478","C_1478","Epithelial cell (intermediated)"
"1479","C_1479","Epithelial cell (intermediated)"
"1480","C_1480","Epithelial cell (intermediated)"
"1481","C_1481","Epithelial cell (intermediated)"
"1482","C_1482","Epithelial cell (intermediated)"
"1483","C_1483","Epithelial cell (intermediated)"
"1484","C_1484","Epithelial cell (intermediated)"
"1485","C_1485","Epithelial cell (intermediated)"
"1486","C_1486","Epithelial cell (intermediated)"
"1487","C_1487","Endothelial cell (APC)"
"1488","C_1488","Epithelial cell (intermediated)"
"1489","C_1489","Epithelial cell (intermediated)"
"1490","C_1490","Epithelial cell (intermediated)"
"1491","C_1491","Epithelial cell (intermediated)"
"1492","C_1492","Endothelial cell (APC)"
"1493","C_1493","Epithelial cell (intermediated)"
"1494","C_1494","Epithelial cell (intermediated)"
"1495","C_1495","Epithelial cell (intermediated)"
"1496","C_1496","Epithelial cell (intermediated)"
"1497","C_1497","Epithelial cell (intermediated)"
"1498","C_1498","Epithelial cell (intermediated)"
"1499","C_1499","Epithelial cell (intermediated)"
"1500","C_1500","Epithelial cell (intermediated)"
"1501","C_1501","Epithelial cell (intermediated)"
"1502","C_1502","Epithelial cell (intermediated)"
"1503","C_1503","Epithelial cell (intermediated)"
"1504","C_1504","Epithelial cell (intermediated)"
"1505","C_1505","Epithelial cell (intermediated)"
"1506","C_1506","Epithelial cell (intermediated)"
"1507","C_1507","Epithelial cell (intermediated)"
"1508","C_1508","Epithelial cell (intermediated)"
"1509","C_1509","Epithelial cell (intermediated)"
"1510","C_1510","Epithelial cell (intermediated)"
"1511","C_1511","Epithelial cell (intermediated)"
"1512","C_1512","Epithelial cell (intermediated)"
"1513","C_1513","Epithelial cell (intermediated)"
"1514","C_1514","Epithelial cell (intermediated)"
"1515","C_1515","Fibroblast"
"1516","C_1516","Endothelial cell (APC)"
"1517","C_1517","Epithelial cell (intermediated)"
"1518","C_1518","Epithelial cell (intermediated)"
"1519","C_1519","Epithelial cell (intermediated)"
"1520","C_1520","Epithelial cell (intermediated)"
"1521","C_1521","Epithelial cell (intermediated)"
"1522","C_1522","Smooth muscle cell"
"1523","C_1523","Epithelial cell (intermediated)"
"1524","C_1524","Endothelial cell (APC)"
"1525","C_1525","Epithelial cell (intermediated)"
"1526","C_1526","Epithelial cell (intermediated)"
"1527","C_1527","Epithelial cell (intermediated)"
"1528","C_1528","Epithelial cell (intermediated)"
"1529","C_1529","Endothelial cell (APC)"
"1530","C_1530","Epithelial cell (intermediated)"
"1531","C_1531","Epithelial cell (intermediated)"
"1532","C_1532","Epithelial cell (intermediated)"
"1533","C_1533","Epithelial cell (intermediated)"
"1534","C_1534","Epithelial cell (intermediated)"
"1535","C_1535","Epithelial cell (intermediated)"
"1536","C_1536","Epithelial cell (intermediated)"
"1537","C_1537","Epithelial cell (intermediated)"
"1538","C_1538","Epithelial cell (intermediated)"
"1539","C_1539","Epithelial cell (intermediated)"
"1540","C_1540","Epithelial cell (intermediated)"
"1541","C_1541","Epithelial cell (intermediated)"
"1542","C_1542","Epithelial cell (intermediated)"
"1543","C_1543","Epithelial cell (intermediated)"
"1544","C_1544","Epithelial cell (intermediated)"
"1545","C_1545","Epithelial cell (intermediated)"
"1546","C_1546","Epithelial cell (intermediated)"
"1547","C_1547","Epithelial cell (intermediated)"
"1548","C_1548","Epithelial cell (intermediated)"
"1549","C_1549","Endothelial cell (APC)"
"1550","C_1550","Epithelial cell (intermediated)"
"1551","C_1551","Epithelial cell (intermediated)"
"1552","C_1552","Epithelial cell (intermediated)"
"1553","C_1553","Epithelial cell (intermediated)"
"1554","C_1554","Epithelial cell (intermediated)"
"1555","C_1555","Epithelial cell (intermediated)"
"1556","C_1556","Epithelial cell (intermediated)"
"1557","C_1557","Epithelial cell (intermediated)"
"1558","C_1558","Endothelial cell (APC)"
"1559","C_1559","Epithelial cell (intermediated)"
"1560","C_1560","Epithelial cell (intermediated)"
"1561","C_1561","Epithelial cell (intermediated)"
"1562","C_1562","Epithelial cell (intermediated)"
"1563","C_1563","Epithelial cell (intermediated)"
"1564","C_1564","Epithelial cell (intermediated)"
"1565","C_1565","Epithelial cell (intermediated)"
"1566","C_1566","Epithelial cell (intermediated)"
"1567","C_1567","Epithelial cell (intermediated)"
"1568","C_1568","Epithelial cell (intermediated)"
"1569","C_1569","Epithelial cell (intermediated)"
"1570","C_1570","Epithelial cell (intermediated)"
"1571","C_1571","Epithelial cell (intermediated)"
"1572","C_1572","Epithelial cell (intermediated)"
"1573","C_1573","Epithelial cell (intermediated)"
"1574","C_1574","Epithelial cell (intermediated)"
"1575","C_1575","Epithelial cell (intermediated)"
"1576","C_1576","Endothelial cell (APC)"
"1577","C_1577","Endothelial cell (APC)"
"1578","C_1578","Endothelial cell (APC)"
"1579","C_1579","Endothelial cell (APC)"
"1580","C_1580","Endothelial cell (APC)"
"1581","C_1581","Endothelial cell (APC)"
"1582","C_1582","Endothelial cell (APC)"
"1583","C_1583","Endothelial cell (APC)"
"1584","C_1584","Endothelial cell (APC)"
"1585","C_1585","Endothelial cell (APC)"
"1586","C_1586","Endothelial cell (APC)"
"1587","C_1587","Endothelial cell (APC)"
"1588","C_1588","Smooth muscle cell"
"1589","C_1589","Endothelial cell (APC)"
"1590","C_1590","Endothelial cell (APC)"
"1591","C_1591","Endothelial cell (APC)"
"1592","C_1592","Endothelial cell (APC)"
"1593","C_1593","Endothelial cell (APC)"
"1594","C_1594","Endothelial cell (APC)"
"1595","C_1595","Endothelial cell (APC)"
"1596","C_1596","Endothelial cell (APC)"
"1597","C_1597","Epithelial cell (intermediated)"
"1598","C_1598","Endothelial cell (APC)"
"1599","C_1599","Endothelial cell (APC)"
"1600","C_1600","Endothelial cell (APC)"
"1601","C_1601","Endothelial cell (APC)"
"1602","C_1602","Endothelial cell (APC)"
"1603","C_1603","Endothelial cell (APC)"
"1604","C_1604","Endothelial cell (APC)"
"1605","C_1605","Endothelial cell (APC)"
"1606","C_1606","Endothelial cell (APC)"
"1607","C_1607","Endothelial cell (APC)"
"1608","C_1608","Endothelial cell (APC)"
"1609","C_1609","Endothelial cell (APC)"
"1610","C_1610","Endothelial cell (APC)"
"1611","C_1611","Endothelial cell (APC)"
"1612","C_1612","Endothelial cell (APC)"
"1613","C_1613","Endothelial cell (APC)"
"1614","C_1614","Endothelial cell (APC)"
"1615","C_1615","Endothelial cell (APC)"
"1616","C_1616","Endothelial cell (APC)"
"1617","C_1617","Endothelial cell (APC)"
"1618","C_1618","Endothelial cell (APC)"
"1619","C_1619","Endothelial cell (APC)"
"1620","C_1620","Endothelial cell (APC)"
"1621","C_1621","Endothelial cell (APC)"
"1622","C_1622","Endothelial cell (APC)"
"1623","C_1623","Endothelial cell (APC)"
"1624","C_1624","Endothelial cell (APC)"
"1625","C_1625","Endothelial cell (APC)"
"1626","C_1626","Endothelial cell (APC)"
"1627","C_1627","Endothelial cell (APC)"
"1628","C_1628","Endothelial cell (APC)"
"1629","C_1629","Endothelial cell (APC)"
"1630","C_1630","Endothelial cell (APC)"
"1631","C_1631","Endothelial cell (APC)"
"1632","C_1632","Endothelial cell (APC)"
"1633","C_1633","Endothelial cell (APC)"
"1634","C_1634","Endothelial cell (APC)"
"1635","C_1635","Endothelial cell (APC)"
"1636","C_1636","Endothelial cell (APC)"
"1637","C_1637","Endothelial cell (APC)"
"1638","C_1638","Endothelial cell (APC)"
"1639","C_1639","Endothelial cell (APC)"
"1640","C_1640","Endothelial cell (APC)"
"1641","C_1641","Endothelial cell (APC)"
"1642","C_1642","Endothelial cell (APC)"
"1643","C_1643","Endothelial cell (APC)"
"1644","C_1644","Endothelial cell (APC)"
"1645","C_1645","Endothelial cell (APC)"
"1646","C_1646","Endothelial cell (APC)"
"1647","C_1647","Endothelial cell (APC)"
"1648","C_1648","Endothelial cell (APC)"
"1649","C_1649","Endothelial cell (APC)"
"1650","C_1650","Endothelial cell (APC)"
"1651","C_1651","Endothelial cell (APC)"
"1652","C_1652","Endothelial cell (APC)"
"1653","C_1653","Endothelial cell (APC)"
"1654","C_1654","Endothelial cell (APC)"
"1655","C_1655","Endothelial cell (APC)"
"1656","C_1656","Endothelial cell (APC)"
"1657","C_1657","Endothelial cell (APC)"
"1658","C_1658","Endothelial cell (APC)"
"1659","C_1659","Endothelial cell (APC)"
"1660","C_1660","Endothelial cell (APC)"
"1661","C_1661","Endothelial cell (APC)"
"1662","C_1662","Endothelial cell (APC)"
"1663","C_1663","Endothelial cell (APC)"
"1664","C_1664","Endothelial cell (APC)"
"1665","C_1665","Endothelial cell (APC)"
"1666","C_1666","Endothelial cell (APC)"
"1667","C_1667","Endothelial cell (APC)"
"1668","C_1668","Endothelial cell (APC)"
"1669","C_1669","Endothelial cell (APC)"
"1670","C_1670","Endothelial cell (APC)"
"1671","C_1671","Endothelial cell (APC)"
"1672","C_1672","Endothelial cell (APC)"
"1673","C_1673","Endothelial cell (APC)"
"1674","C_1674","Endothelial cell (APC)"
"1675","C_1675","Endothelial cell (APC)"
"1676","C_1676","Endothelial cell (APC)"
"1677","C_1677","Endothelial cell (APC)"
"1678","C_1678","Endothelial cell (APC)"
"1679","C_1679","Endothelial cell (APC)"
"1680","C_1680","Endothelial cell (APC)"
"1681","C_1681","Endothelial cell (APC)"
"1682","C_1682","Endothelial cell (APC)"
"1683","C_1683","Endothelial cell (APC)"
"1684","C_1684","Endothelial cell (APC)"
"1685","C_1685","Endothelial cell (APC)"
"1686","C_1686","Endothelial cell (APC)"
"1687","C_1687","Endothelial cell (APC)"
"1688","C_1688","Endothelial cell (APC)"
"1689","C_1689","Endothelial cell (APC)"
"1690","C_1690","Endothelial cell (APC)"
"1691","C_1691","Endothelial cell (APC)"
"1692","C_1692","Endothelial cell (APC)"
"1693","C_1693","Endothelial cell (APC)"
"1694","C_1694","Endothelial cell (APC)"
"1695","C_1695","Endothelial cell (APC)"
"1696","C_1696","Endothelial cell (APC)"
"1697","C_1697","Endothelial cell (APC)"
"1698","C_1698","Endothelial cell (APC)"
"1699","C_1699","Endothelial cell (APC)"
"1700","C_1700","Endothelial cell (APC)"
"1701","C_1701","Endothelial cell (APC)"
"1702","C_1702","Endothelial cell (APC)"
"1703","C_1703","Endothelial cell (APC)"
"1704","C_1704","Endothelial cell (APC)"
"1705","C_1705","Endothelial cell (APC)"
"1706","C_1706","Endothelial cell (APC)"
"1707","C_1707","Endothelial cell (APC)"
"1708","C_1708","Endothelial cell (APC)"
"1709","C_1709","Endothelial cell (APC)"
"1710","C_1710","Endothelial cell (APC)"
"1711","C_1711","Endothelial cell (APC)"
"1712","C_1712","Endothelial cell (APC)"
"1713","C_1713","Endothelial cell (APC)"
"1714","C_1714","Endothelial cell (APC)"
"1715","C_1715","Endothelial cell (APC)"
"1716","C_1716","Endothelial cell (APC)"
"1717","C_1717","Endothelial cell (APC)"
"1718","C_1718","Endothelial cell (APC)"
"1719","C_1719","Endothelial cell (APC)"
"1720","C_1720","Endothelial cell (APC)"
"1721","C_1721","Endothelial cell (APC)"
"1722","C_1722","Endothelial cell (APC)"
"1723","C_1723","Endothelial cell (APC)"
"1724","C_1724","Endothelial cell (APC)"
"1725","C_1725","Endothelial cell (APC)"
"1726","C_1726","Endothelial cell (APC)"
"1727","C_1727","Endothelial cell (APC)"
"1728","C_1728","Endothelial cell (APC)"
"1729","C_1729","Endothelial cell (APC)"
"1730","C_1730","Endothelial cell (APC)"
"1731","C_1731","Endothelial cell (APC)"
"1732","C_1732","Endothelial cell (APC)"
"1733","C_1733","Endothelial cell (APC)"
"1734","C_1734","Endothelial cell (APC)"
"1735","C_1735","Endothelial cell (APC)"
"1736","C_1736","Endothelial cell (APC)"
"1737","C_1737","Endothelial cell (APC)"
"1738","C_1738","Endothelial cell (APC)"
"1739","C_1739","Endothelial cell (APC)"
"1740","C_1740","Endothelial cell (APC)"
"1741","C_1741","Endothelial cell (APC)"
"1742","C_1742","Endothelial cell (APC)"
"1743","C_1743","Endothelial cell (APC)"
"1744","C_1744","Endothelial cell (APC)"
"1745","C_1745","Endothelial cell (APC)"
"1746","C_1746","Endothelial cell (APC)"
"1747","C_1747","Endothelial cell (APC)"
"1748","C_1748","Endothelial cell (APC)"
"1749","C_1749","Endothelial cell (APC)"
"1750","C_1750","Endothelial cell (APC)"
"1751","C_1751","Endothelial cell (APC)"
"1752","C_1752","Endothelial cell (APC)"
"1753","C_1753","Endothelial cell (APC)"
"1754","C_1754","Endothelial cell (APC)"
"1755","C_1755","Endothelial cell (APC)"
"1756","C_1756","Endothelial cell (APC)"
"1757","C_1757","Endothelial cell (APC)"
"1758","C_1758","Endothelial cell (APC)"
"1759","C_1759","Endothelial cell (APC)"
"1760","C_1760","Endothelial cell (APC)"
"1761","C_1761","Smooth muscle cell"
"1762","C_1762","Endothelial cell (APC)"
"1763","C_1763","Endothelial cell (APC)"
"1764","C_1764","Endothelial cell (APC)"
"1765","C_1765","Endothelial cell (APC)"
"1766","C_1766","Endothelial cell (APC)"
"1767","C_1767","Endothelial cell (APC)"
"1768","C_1768","Endothelial cell (APC)"
"1769","C_1769","Endothelial cell (APC)"
"1770","C_1770","Endothelial cell (APC)"
"1771","C_1771","Endothelial cell (APC)"
"1772","C_1772","Endothelial cell (APC)"
"1773","C_1773","Endothelial cell (APC)"
"1774","C_1774","Endothelial cell (APC)"
"1775","C_1775","Endothelial cell (APC)"
"1776","C_1776","Endothelial cell (APC)"
"1777","C_1777","Endothelial cell (APC)"
"1778","C_1778","Endothelial cell (APC)"
"1779","C_1779","Endothelial cell (APC)"
"1780","C_1780","Endothelial cell (APC)"
"1781","C_1781","Endothelial cell (APC)"
"1782","C_1782","Endothelial cell (APC)"
"1783","C_1783","Endothelial cell (APC)"
"1784","C_1784","Endothelial cell (APC)"
"1785","C_1785","Endothelial cell (APC)"
"1786","C_1786","Endothelial cell (APC)"
"1787","C_1787","Endothelial cell (APC)"
"1788","C_1788","Endothelial cell (APC)"
"1789","C_1789","Endothelial cell (APC)"
"1790","C_1790","Epithelial cell (intermediated)"
"1791","C_1791","Endothelial cell (APC)"
"1792","C_1792","Endothelial cell (APC)"
"1793","C_1793","Endothelial cell (APC)"
"1794","C_1794","Endothelial cell (APC)"
"1795","C_1795","Endothelial cell (APC)"
"1796","C_1796","Endothelial cell (APC)"
"1797","C_1797","Endothelial cell (APC)"
"1798","C_1798","Endothelial cell (APC)"
"1799","C_1799","Endothelial cell (APC)"
"1800","C_1800","Endothelial cell (APC)"
"1801","C_1801","Endothelial cell (APC)"
"1802","C_1802","Endothelial cell (APC)"
"1803","C_1803","Endothelial cell (APC)"
"1804","C_1804","Endothelial cell (APC)"
"1805","C_1805","Endothelial cell (APC)"
"1806","C_1806","Endothelial cell (APC)"
"1807","C_1807","Endothelial cell (APC)"
"1808","C_1808","Endothelial cell (APC)"
"1809","C_1809","Endothelial cell (APC)"
"1810","C_1810","Endothelial cell (APC)"
"1811","C_1811","Endothelial cell (APC)"
"1812","C_1812","Endothelial cell (APC)"
"1813","C_1813","Endothelial cell (APC)"
"1814","C_1814","Endothelial cell (APC)"
"1815","C_1815","Endothelial cell (APC)"
"1816","C_1816","Endothelial cell (APC)"
"1817","C_1817","Endothelial cell (APC)"
"1818","C_1818","Endothelial cell (APC)"
"1819","C_1819","Endothelial cell (APC)"
"1820","C_1820","Endothelial cell (APC)"
"1821","C_1821","Endothelial cell (APC)"
"1822","C_1822","Endothelial cell (APC)"
"1823","C_1823","Endothelial cell (APC)"
"1824","C_1824","Endothelial cell (APC)"
"1825","C_1825","Endothelial cell (APC)"
"1826","C_1826","Endothelial cell (APC)"
"1827","C_1827","Endothelial cell (APC)"
"1828","C_1828","Endothelial cell (APC)"
"1829","C_1829","Endothelial cell (APC)"
"1830","C_1830","Endothelial cell (APC)"
"1831","C_1831","Endothelial cell (APC)"
"1832","C_1832","Endothelial cell (APC)"
"1833","C_1833","Endothelial cell (APC)"
"1834","C_1834","Endothelial cell (APC)"
"1835","C_1835","Endothelial cell (APC)"
"1836","C_1836","Endothelial cell (APC)"
"1837","C_1837","Endothelial cell"
"1838","C_1838","Endothelial cell (APC)"
"1839","C_1839","Endothelial cell (APC)"
"1840","C_1840","Endothelial cell (APC)"
"1841","C_1841","Endothelial cell (APC)"
"1842","C_1842","Endothelial cell (APC)"
"1843","C_1843","Endothelial cell (APC)"
"1844","C_1844","Endothelial cell (APC)"
"1845","C_1845","Endothelial cell (APC)"
"1846","C_1846","Endothelial cell (APC)"
"1847","C_1847","Endothelial cell (APC)"
"1848","C_1848","Endothelial cell (APC)"
"1849","C_1849","Endothelial cell (APC)"
"1850","C_1850","Endothelial cell (APC)"
"1851","C_1851","Endothelial cell (APC)"
"1852","C_1852","Endothelial cell (APC)"
"1853","C_1853","Endothelial cell (APC)"
"1854","C_1854","Endothelial cell (APC)"
"1855","C_1855","Endothelial cell (APC)"
"1856","C_1856","Epithelial cell (intermediated)"
"1857","C_1857","Smooth muscle cell"
"1858","C_1858","Smooth muscle cell"
"1859","C_1859","Smooth muscle cell"
"1860","C_1860","Smooth muscle cell"
"1861","C_1861","Smooth muscle cell"
"1862","C_1862","Smooth muscle cell"
"1863","C_1863","Smooth muscle cell"
"1864","C_1864","Smooth muscle cell"
"1865","C_1865","Smooth muscle cell"
